-------------------------------------
Boss DS-330 Memory dump
-------------------------------------
SystemParams Zone 0x100000 (packed: 0x400000) 0x000080 (packed: 0x000100) BYTES
-------------------------------------
0x100000 (packed: 0x400000)=00040000        SystemParams Zone/SystemParams/Tune
0x101686 (packed: 0x402D06)=00              PatchSends Zone/block[13]/PatchSends/MOD/LFO1/TVA
0x101687 (packed: 0x402D07)=40              PatchSends Zone/block[13]/PatchSends/MOD/LFO2/Rate
0x101688 (packed: 0x402D08)=00              PatchSends Zone/block[13]/PatchSends/MOD/LFO2/Pitch
0x101689 (packed: 0x402D09)=00              PatchSends Zone/block[13]/PatchSends/MOD/LFO2/TVF
0x10168A (packed: 0x402D0A)=00              PatchSends Zone/block[13]/PatchSends/MOD/LFO2/TVA
0x10168B (packed: 0x402D0B)=00              PatchSends Zone/block[13]/PatchSends/MOD/[0]/reserved
0x10168C (packed: 0x402D0C)=00              PatchSends Zone/block[13]/PatchSends/MOD/[1]/reserved
0x10168D (packed: 0x402D0D)=00              PatchSends Zone/block[13]/PatchSends/MOD/[2]/reserved
0x10168E (packed: 0x402D0E)=00              PatchSends Zone/block[13]/PatchSends/MOD/[3]/reserved
0x10168F (packed: 0x402D0F)=00              PatchSends Zone/block[13]/PatchSends/MOD/[4]/reserved
0x101690 (packed: 0x402D10)=42              PatchSends Zone/block[13]/PatchSends/BEND/Pitch Coarse
0x101691 (packed: 0x402D11)=40              PatchSends Zone/block[13]/PatchSends/BEND/TVF
0x101692 (packed: 0x402D12)=40              PatchSends Zone/block[13]/PatchSends/BEND/TVA
0x101693 (packed: 0x402D13)=40              PatchSends Zone/block[13]/PatchSends/BEND/LFO1/Rate
0x101694 (packed: 0x402D14)=00              PatchSends Zone/block[13]/PatchSends/BEND/LFO1/Pitch
0x101695 (packed: 0x402D15)=00              PatchSends Zone/block[13]/PatchSends/BEND/LFO1/TVF
0x101696 (packed: 0x402D16)=00              PatchSends Zone/block[13]/PatchSends/BEND/LFO1/TVA
0x101697 (packed: 0x402D17)=40              PatchSends Zone/block[13]/PatchSends/BEND/LFO2/Rate
0x101698 (packed: 0x402D18)=00              PatchSends Zone/block[13]/PatchSends/BEND/LFO2/Pitch
0x101699 (packed: 0x402D19)=00              PatchSends Zone/block[13]/PatchSends/BEND/LFO2/TVF
0x10169A (packed: 0x402D1A)=00              PatchSends Zone/block[13]/PatchSends/BEND/LFO2/TVA
0x10169B (packed: 0x402D1B)=00              PatchSends Zone/block[13]/PatchSends/BEND/[0]/reserved
0x10169C (packed: 0x402D1C)=00              PatchSends Zone/block[13]/PatchSends/BEND/[1]/reserved
0x10169D (packed: 0x402D1D)=00              PatchSends Zone/block[13]/PatchSends/BEND/[2]/reserved
0x10169E (packed: 0x402D1E)=00              PatchSends Zone/block[13]/PatchSends/BEND/[3]/reserved
0x10169F (packed: 0x402D1F)=00              PatchSends Zone/block[13]/PatchSends/BEND/[4]/reserved
0x1016A0 (packed: 0x402D20)=40              PatchSends Zone/block[13]/PatchSends/CAF/Pitch Coarse
0x1016A1 (packed: 0x402D21)=40              PatchSends Zone/block[13]/PatchSends/CAF/TVF
0x1016A2 (packed: 0x402D22)=40              PatchSends Zone/block[13]/PatchSends/CAF/TVA
0x1016A3 (packed: 0x402D23)=40              PatchSends Zone/block[13]/PatchSends/CAF/LFO1/Rate
0x1016A4 (packed: 0x402D24)=00              PatchSends Zone/block[13]/PatchSends/CAF/LFO1/Pitch
0x1016A5 (packed: 0x402D25)=00              PatchSends Zone/block[13]/PatchSends/CAF/LFO1/TVF
0x1016A6 (packed: 0x402D26)=00              PatchSends Zone/block[13]/PatchSends/CAF/LFO1/TVA
0x1016A7 (packed: 0x402D27)=40              PatchSends Zone/block[13]/PatchSends/CAF/LFO2/Rate
0x1016A8 (packed: 0x402D28)=00              PatchSends Zone/block[13]/PatchSends/CAF/LFO2/Pitch
0x1016A9 (packed: 0x402D29)=00              PatchSends Zone/block[13]/PatchSends/CAF/LFO2/TVF
0x1016AA (packed: 0x402D2A)=00              PatchSends Zone/block[13]/PatchSends/CAF/LFO2/TVA
0x1016AB (packed: 0x402D2B)=00              PatchSends Zone/block[13]/PatchSends/CAF/[0]/reserved
0x1016AC (packed: 0x402D2C)=00              PatchSends Zone/block[13]/PatchSends/CAF/[1]/reserved
0x1016AD (packed: 0x402D2D)=00              PatchSends Zone/block[13]/PatchSends/CAF/[2]/reserved
0x1016AE (packed: 0x402D2E)=00              PatchSends Zone/block[13]/PatchSends/CAF/[3]/reserved
0x1016AF (packed: 0x402D2F)=00              PatchSends Zone/block[13]/PatchSends/CAF/[4]/reserved
0x1016B0 (packed: 0x402D30)=40              PatchSends Zone/block[13]/PatchSends/PAF/Pitch Coarse
0x1016B1 (packed: 0x402D31)=40              PatchSends Zone/block[13]/PatchSends/PAF/TVF
0x1016B2 (packed: 0x402D32)=40              PatchSends Zone/block[13]/PatchSends/PAF/TVA
0x1016B3 (packed: 0x402D33)=40              PatchSends Zone/block[13]/PatchSends/PAF/LFO1/Rate
0x1016B4 (packed: 0x402D34)=00              PatchSends Zone/block[13]/PatchSends/PAF/LFO1/Pitch
0x1016B5 (packed: 0x402D35)=00              PatchSends Zone/block[13]/PatchSends/PAF/LFO1/TVF
0x1016B6 (packed: 0x402D36)=00              PatchSends Zone/block[13]/PatchSends/PAF/LFO1/TVA
0x1016B7 (packed: 0x402D37)=40              PatchSends Zone/block[13]/PatchSends/PAF/LFO2/Rate
0x1016B8 (packed: 0x402D38)=00              PatchSends Zone/block[13]/PatchSends/PAF/LFO2/Pitch
0x1016B9 (packed: 0x402D39)=00              PatchSends Zone/block[13]/PatchSends/PAF/LFO2/TVF
0x1016BA (packed: 0x402D3A)=00              PatchSends Zone/block[13]/PatchSends/PAF/LFO2/TVA
0x1016BB (packed: 0x402D3B)=00              PatchSends Zone/block[13]/PatchSends/PAF/[0]/reserved
0x1016BC (packed: 0x402D3C)=00              PatchSends Zone/block[13]/PatchSends/PAF/[1]/reserved
0x1016BD (packed: 0x402D3D)=00              PatchSends Zone/block[13]/PatchSends/PAF/[2]/reserved
0x1016BE (packed: 0x402D3E)=00              PatchSends Zone/block[13]/PatchSends/PAF/[3]/reserved
0x1016BF (packed: 0x402D3F)=00              PatchSends Zone/block[13]/PatchSends/PAF/[4]/reserved
0x1016C0 (packed: 0x402D40)=40              PatchSends Zone/block[13]/PatchSends/CC1/Pitch Coarse
0x1016C1 (packed: 0x402D41)=40              PatchSends Zone/block[13]/PatchSends/CC1/TVF
0x1016C2 (packed: 0x402D42)=40              PatchSends Zone/block[13]/PatchSends/CC1/TVA
0x1016C3 (packed: 0x402D43)=40              PatchSends Zone/block[13]/PatchSends/CC1/LFO1/Rate
0x1016C4 (packed: 0x402D44)=00              PatchSends Zone/block[13]/PatchSends/CC1/LFO1/Pitch
0x1016C5 (packed: 0x402D45)=00              PatchSends Zone/block[13]/PatchSends/CC1/LFO1/TVF
0x1016C6 (packed: 0x402D46)=00              PatchSends Zone/block[13]/PatchSends/CC1/LFO1/TVA
0x1016C7 (packed: 0x402D47)=40              PatchSends Zone/block[13]/PatchSends/CC1/LFO2/Rate
0x1016C8 (packed: 0x402D48)=00              PatchSends Zone/block[13]/PatchSends/CC1/LFO2/Pitch
0x1016C9 (packed: 0x402D49)=00              PatchSends Zone/block[13]/PatchSends/CC1/LFO2/TVF
0x1016CA (packed: 0x402D4A)=00              PatchSends Zone/block[13]/PatchSends/CC1/LFO2/TVA
0x1016CB (packed: 0x402D4B)=00              PatchSends Zone/block[13]/PatchSends/CC1/[0]/reserved
0x1016CC (packed: 0x402D4C)=00              PatchSends Zone/block[13]/PatchSends/CC1/[1]/reserved
0x1016CD (packed: 0x402D4D)=00              PatchSends Zone/block[13]/PatchSends/CC1/[2]/reserved
0x1016CE (packed: 0x402D4E)=00              PatchSends Zone/block[13]/PatchSends/CC1/[3]/reserved
0x1016CF (packed: 0x402D4F)=00              PatchSends Zone/block[13]/PatchSends/CC1/[4]/reserved
0x1016D0 (packed: 0x402D50)=40              PatchSends Zone/block[13]/PatchSends/CC2/Pitch Coarse
0x1016D1 (packed: 0x402D51)=40              PatchSends Zone/block[13]/PatchSends/CC2/TVF
0x1016D2 (packed: 0x402D52)=40              PatchSends Zone/block[13]/PatchSends/CC2/TVA
0x1016D3 (packed: 0x402D53)=40              PatchSends Zone/block[13]/PatchSends/CC2/LFO1/Rate
0x1016D4 (packed: 0x402D54)=00              PatchSends Zone/block[13]/PatchSends/CC2/LFO1/Pitch
0x1016D5 (packed: 0x402D55)=00              PatchSends Zone/block[13]/PatchSends/CC2/LFO1/TVF
0x1016D6 (packed: 0x402D56)=00              PatchSends Zone/block[13]/PatchSends/CC2/LFO1/TVA
0x1016D7 (packed: 0x402D57)=40              PatchSends Zone/block[13]/PatchSends/CC2/LFO2/Rate
0x1016D8 (packed: 0x402D58)=00              PatchSends Zone/block[13]/PatchSends/CC2/LFO2/Pitch
0x1016D9 (packed: 0x402D59)=00              PatchSends Zone/block[13]/PatchSends/CC2/LFO2/TVF
0x1016DA (packed: 0x402D5A)=00              PatchSends Zone/block[13]/PatchSends/CC2/LFO2/TVA
0x1016DB (packed: 0x402D5B)=00              PatchSends Zone/block[13]/PatchSends/CC2/[0]/reserved
0x1016DC (packed: 0x402D5C)=00              PatchSends Zone/block[13]/PatchSends/CC2/[1]/reserved
0x1016DD (packed: 0x402D5D)=00              PatchSends Zone/block[13]/PatchSends/CC2/[2]/reserved
0x1016DE (packed: 0x402D5E)=00              PatchSends Zone/block[13]/PatchSends/CC2/[3]/reserved
0x1016DF (packed: 0x402D5F)=00              PatchSends Zone/block[13]/PatchSends/CC2/[4]/reserved
0x101700 (packed: 0x402E00)=40              PatchSends Zone/block[14]/PatchSends/MOD/Pitch Coarse
0x101701 (packed: 0x402E01)=40              PatchSends Zone/block[14]/PatchSends/MOD/TVF
0x101702 (packed: 0x402E02)=40              PatchSends Zone/block[14]/PatchSends/MOD/TVA
0x101703 (packed: 0x402E03)=40              PatchSends Zone/block[14]/PatchSends/MOD/LFO1/Rate
0x101704 (packed: 0x402E04)=0A              PatchSends Zone/block[14]/PatchSends/MOD/LFO1/Pitch
0x101705 (packed: 0x402E05)=00              PatchSends Zone/block[14]/PatchSends/MOD/LFO1/TVF
0x101706 (packed: 0x402E06)=00              PatchSends Zone/block[14]/PatchSends/MOD/LFO1/TVA
0x101707 (packed: 0x402E07)=40              PatchSends Zone/block[14]/PatchSends/MOD/LFO2/Rate
0x101708 (packed: 0x402E08)=00              PatchSends Zone/block[14]/PatchSends/MOD/LFO2/Pitch
0x101709 (packed: 0x402E09)=00              PatchSends Zone/block[14]/PatchSends/MOD/LFO2/TVF
0x10170A (packed: 0x402E0A)=00              PatchSends Zone/block[14]/PatchSends/MOD/LFO2/TVA
0x10170B (packed: 0x402E0B)=00              PatchSends Zone/block[14]/PatchSends/MOD/[0]/reserved
0x10170C (packed: 0x402E0C)=00              PatchSends Zone/block[14]/PatchSends/MOD/[1]/reserved
0x10170D (packed: 0x402E0D)=00              PatchSends Zone/block[14]/PatchSends/MOD/[2]/reserved
0x10170E (packed: 0x402E0E)=00              PatchSends Zone/block[14]/PatchSends/MOD/[3]/reserved
0x10170F (packed: 0x402E0F)=00              PatchSends Zone/block[14]/PatchSends/MOD/[4]/reserved
0x101710 (packed: 0x402E10)=42              PatchSends Zone/block[14]/PatchSends/BEND/Pitch Coarse
0x101711 (packed: 0x402E11)=40              PatchSends Zone/block[14]/PatchSends/BEND/TVF
0x101712 (packed: 0x402E12)=40              PatchSends Zone/block[14]/PatchSends/BEND/TVA
0x101713 (packed: 0x402E13)=40              PatchSends Zone/block[14]/PatchSends/BEND/LFO1/Rate
0x101714 (packed: 0x402E14)=00              PatchSends Zone/block[14]/PatchSends/BEND/LFO1/Pitch
0x101715 (packed: 0x402E15)=00              PatchSends Zone/block[14]/PatchSends/BEND/LFO1/TVF
0x101716 (packed: 0x402E16)=00              PatchSends Zone/block[14]/PatchSends/BEND/LFO1/TVA
0x101717 (packed: 0x402E17)=40              PatchSends Zone/block[14]/PatchSends/BEND/LFO2/Rate
0x101718 (packed: 0x402E18)=00              PatchSends Zone/block[14]/PatchSends/BEND/LFO2/Pitch
0x101719 (packed: 0x402E19)=00              PatchSends Zone/block[14]/PatchSends/BEND/LFO2/TVF
0x10171A (packed: 0x402E1A)=00              PatchSends Zone/block[14]/PatchSends/BEND/LFO2/TVA
0x10171B (packed: 0x402E1B)=00              PatchSends Zone/block[14]/PatchSends/BEND/[0]/reserved
0x10171C (packed: 0x402E1C)=00              PatchSends Zone/block[14]/PatchSends/BEND/[1]/reserved
0x10171D (packed: 0x402E1D)=00              PatchSends Zone/block[14]/PatchSends/BEND/[2]/reserved
0x10171E (packed: 0x402E1E)=00              PatchSends Zone/block[14]/PatchSends/BEND/[3]/reserved
0x10171F (packed: 0x402E1F)=00              PatchSends Zone/block[14]/PatchSends/BEND/[4]/reserved
0x101720 (packed: 0x402E20)=40              PatchSends Zone/block[14]/PatchSends/CAF/Pitch Coarse
0x101721 (packed: 0x402E21)=40              PatchSends Zone/block[14]/PatchSends/CAF/TVF
0x101722 (packed: 0x402E22)=40              PatchSends Zone/block[14]/PatchSends/CAF/TVA
0x101723 (packed: 0x402E23)=40              PatchSends Zone/block[14]/PatchSends/CAF/LFO1/Rate
0x101724 (packed: 0x402E24)=00              PatchSends Zone/block[14]/PatchSends/CAF/LFO1/Pitch
0x101725 (packed: 0x402E25)=00              PatchSends Zone/block[14]/PatchSends/CAF/LFO1/TVF
0x101726 (packed: 0x402E26)=00              PatchSends Zone/block[14]/PatchSends/CAF/LFO1/TVA
0x101727 (packed: 0x402E27)=40              PatchSends Zone/block[14]/PatchSends/CAF/LFO2/Rate
0x101728 (packed: 0x402E28)=00              PatchSends Zone/block[14]/PatchSends/CAF/LFO2/Pitch
0x101729 (packed: 0x402E29)=00              PatchSends Zone/block[14]/PatchSends/CAF/LFO2/TVF
0x10172A (packed: 0x402E2A)=00              PatchSends Zone/block[14]/PatchSends/CAF/LFO2/TVA
0x10172B (packed: 0x402E2B)=00              PatchSends Zone/block[14]/PatchSends/CAF/[0]/reserved
0x10172C (packed: 0x402E2C)=00              PatchSends Zone/block[14]/PatchSends/CAF/[1]/reserved
0x10172D (packed: 0x402E2D)=00              PatchSends Zone/block[14]/PatchSends/CAF/[2]/reserved
0x10172E (packed: 0x402E2E)=00              PatchSends Zone/block[14]/PatchSends/CAF/[3]/reserved
0x10172F (packed: 0x402E2F)=00              PatchSends Zone/block[14]/PatchSends/CAF/[4]/reserved
0x101730 (packed: 0x402E30)=40              PatchSends Zone/block[14]/PatchSends/PAF/Pitch Coarse
0x101731 (packed: 0x402E31)=40              PatchSends Zone/block[14]/PatchSends/PAF/TVF
0x101732 (packed: 0x402E32)=40              PatchSends Zone/block[14]/PatchSends/PAF/TVA
0x101733 (packed: 0x402E33)=40              PatchSends Zone/block[14]/PatchSends/PAF/LFO1/Rate
0x101734 (packed: 0x402E34)=00              PatchSends Zone/block[14]/PatchSends/PAF/LFO1/Pitch
0x101735 (packed: 0x402E35)=00              PatchSends Zone/block[14]/PatchSends/PAF/LFO1/TVF
0x101736 (packed: 0x402E36)=00              PatchSends Zone/block[14]/PatchSends/PAF/LFO1/TVA
0x101737 (packed: 0x402E37)=40              PatchSends Zone/block[14]/PatchSends/PAF/LFO2/Rate
0x101738 (packed: 0x402E38)=00              PatchSends Zone/block[14]/PatchSends/PAF/LFO2/Pitch
0x101739 (packed: 0x402E39)=00              PatchSends Zone/block[14]/PatchSends/PAF/LFO2/TVF
0x10173A (packed: 0x402E3A)=00              PatchSends Zone/block[14]/PatchSends/PAF/LFO2/TVA
0x10173B (packed: 0x402E3B)=00              PatchSends Zone/block[14]/PatchSends/PAF/[0]/reserved
0x10173C (packed: 0x402E3C)=00              PatchSends Zone/block[14]/PatchSends/PAF/[1]/reserved
0x10173D (packed: 0x402E3D)=00              PatchSends Zone/block[14]/PatchSends/PAF/[2]/reserved
0x10173E (packed: 0x402E3E)=00              PatchSends Zone/block[14]/PatchSends/PAF/[3]/reserved
0x10173F (packed: 0x402E3F)=00              PatchSends Zone/block[14]/PatchSends/PAF/[4]/reserved
0x101740 (packed: 0x402E40)=40              PatchSends Zone/block[14]/PatchSends/CC1/Pitch Coarse
0x101741 (packed: 0x402E41)=40              PatchSends Zone/block[14]/PatchSends/CC1/TVF
0x101742 (packed: 0x402E42)=40              PatchSends Zone/block[14]/PatchSends/CC1/TVA
0x101743 (packed: 0x402E43)=40              PatchSends Zone/block[14]/PatchSends/CC1/LFO1/Rate
0x101744 (packed: 0x402E44)=00              PatchSends Zone/block[14]/PatchSends/CC1/LFO1/Pitch
0x101745 (packed: 0x402E45)=00              PatchSends Zone/block[14]/PatchSends/CC1/LFO1/TVF
0x101746 (packed: 0x402E46)=00              PatchSends Zone/block[14]/PatchSends/CC1/LFO1/TVA
0x101747 (packed: 0x402E47)=40              PatchSends Zone/block[14]/PatchSends/CC1/LFO2/Rate
0x101748 (packed: 0x402E48)=00              PatchSends Zone/block[14]/PatchSends/CC1/LFO2/Pitch
0x101749 (packed: 0x402E49)=00              PatchSends Zone/block[14]/PatchSends/CC1/LFO2/TVF
0x10174A (packed: 0x402E4A)=00              PatchSends Zone/block[14]/PatchSends/CC1/LFO2/TVA
0x10174B (packed: 0x402E4B)=00              PatchSends Zone/block[14]/PatchSends/CC1/[0]/reserved
0x10174C (packed: 0x402E4C)=00              PatchSends Zone/block[14]/PatchSends/CC1/[1]/reserved
0x10174D (packed: 0x402E4D)=00              PatchSends Zone/block[14]/PatchSends/CC1/[2]/reserved
0x10174E (packed: 0x402E4E)=00              PatchSends Zone/block[14]/PatchSends/CC1/[3]/reserved
0x10174F (packed: 0x402E4F)=00              PatchSends Zone/block[14]/PatchSends/CC1/[4]/reserved
0x101750 (packed: 0x402E50)=40              PatchSends Zone/block[14]/PatchSends/CC2/Pitch Coarse
0x101751 (packed: 0x402E51)=40              PatchSends Zone/block[14]/PatchSends/CC2/TVF
0x101752 (packed: 0x402E52)=40              PatchSends Zone/block[14]/PatchSends/CC2/TVA
0x101753 (packed: 0x402E53)=40              PatchSends Zone/block[14]/PatchSends/CC2/LFO1/Rate
0x101754 (packed: 0x402E54)=00              PatchSends Zone/block[14]/PatchSends/CC2/LFO1/Pitch
0x101755 (packed: 0x402E55)=00              PatchSends Zone/block[14]/PatchSends/CC2/LFO1/TVF
0x101756 (packed: 0x402E56)=00              PatchSends Zone/block[14]/PatchSends/CC2/LFO1/TVA
0x101757 (packed: 0x402E57)=40              PatchSends Zone/block[14]/PatchSends/CC2/LFO2/Rate
0x101758 (packed: 0x402E58)=00              PatchSends Zone/block[14]/PatchSends/CC2/LFO2/Pitch
0x101759 (packed: 0x402E59)=00              PatchSends Zone/block[14]/PatchSends/CC2/LFO2/TVF
0x10175A (packed: 0x402E5A)=00              PatchSends Zone/block[14]/PatchSends/CC2/LFO2/TVA
0x10175B (packed: 0x402E5B)=00              PatchSends Zone/block[14]/PatchSends/CC2/[0]/reserved
0x10175C (packed: 0x402E5C)=00              PatchSends Zone/block[14]/PatchSends/CC2/[1]/reserved
0x10175D (packed: 0x402E5D)=00              PatchSends Zone/block[14]/PatchSends/CC2/[2]/reserved
0x10175E (packed: 0x402E5E)=00              PatchSends Zone/block[14]/PatchSends/CC2/[3]/reserved
0x10175F (packed: 0x402E5F)=00              PatchSends Zone/block[14]/PatchSends/CC2/[4]/reserved
0x101780 (packed: 0x402F00)=40              PatchSends Zone/block[15]/PatchSends/MOD/Pitch Coarse
0x101781 (packed: 0x402F01)=40              PatchSends Zone/block[15]/PatchSends/MOD/TVF
0x101782 (packed: 0x402F02)=40              PatchSends Zone/block[15]/PatchSends/MOD/TVA
0x101783 (packed: 0x402F03)=40              PatchSends Zone/block[15]/PatchSends/MOD/LFO1/Rate
0x101784 (packed: 0x402F04)=0A              PatchSends Zone/block[15]/PatchSends/MOD/LFO1/Pitch
0x101785 (packed: 0x402F05)=00              PatchSends Zone/block[15]/PatchSends/MOD/LFO1/TVF
0x101786 (packed: 0x402F06)=00              PatchSends Zone/block[15]/PatchSends/MOD/LFO1/TVA
0x101787 (packed: 0x402F07)=40              PatchSends Zone/block[15]/PatchSends/MOD/LFO2/Rate
0x101788 (packed: 0x402F08)=00              PatchSends Zone/block[15]/PatchSends/MOD/LFO2/Pitch
0x101789 (packed: 0x402F09)=00              PatchSends Zone/block[15]/PatchSends/MOD/LFO2/TVF
0x10178A (packed: 0x402F0A)=00              PatchSends Zone/block[15]/PatchSends/MOD/LFO2/TVA
0x10178B (packed: 0x402F0B)=00              PatchSends Zone/block[15]/PatchSends/MOD/[0]/reserved
0x10178C (packed: 0x402F0C)=00              PatchSends Zone/block[15]/PatchSends/MOD/[1]/reserved
0x10178D (packed: 0x402F0D)=00              PatchSends Zone/block[15]/PatchSends/MOD/[2]/reserved
0x10178E (packed: 0x402F0E)=00              PatchSends Zone/block[15]/PatchSends/MOD/[3]/reserved
0x10178F (packed: 0x402F0F)=00              PatchSends Zone/block[15]/PatchSends/MOD/[4]/reserved
0x101790 (packed: 0x402F10)=42              PatchSends Zone/block[15]/PatchSends/BEND/Pitch Coarse
0x101791 (packed: 0x402F11)=40              PatchSends Zone/block[15]/PatchSends/BEND/TVF
0x101792 (packed: 0x402F12)=40              PatchSends Zone/block[15]/PatchSends/BEND/TVA
